environment | time (second),E | Na (millimolar),E | E (millimolar),E | E' (millimolar/second),E_ | E_ (millimolar),E_ | E_' (millimolar/second),ECl | ECl (millimolar),ECl | ECl' (millimolar/second),ECl_ | ECl_ (millimolar),ECl_ | ECl_' (millimolar/second),ED | ED (millimolar),ED | ED' (millimolar/second),ED_ | ED_ (millimolar),ED_ | ED_' (millimolar/second),ENa | ENa (millimolar),ENa | ENa' (millimolar/second),ENa_ | ENa_ (millimolar),ENa_ | ENa_' (millimolar/second),ENaCl | ENaCl (millimolar),ENaCl | ENaCl' (millimolar/second),ENaCl_ | ENaCl_ (millimolar),ENaCl_ | ENaCl_' (millimolar/second),ENaD | ENaD (millimolar),ENaD | ENaD' (millimolar/second),ENaD_ | ENaD_ (millimolar),ENaD_ | ENaD_' (millimolar/second),reaction_constants | Cl (millimolar),reaction_constants | Cl_ (millimolar),reaction_constants | D (millimolar),reaction_constants | D_ (millimolar),reaction_constants | k1 (second_order_rate_constant),reaction_constants | k10 (first_order_rate_constant),reaction_constants | k11 (second_order_rate_constant),reaction_constants | k12 (first_order_rate_constant),reaction_constants | k13 (second_order_rate_constant),reaction_constants | k14 (first_order_rate_constant),reaction_constants | k15 (second_order_rate_constant),reaction_constants | k16 (first_order_rate_constant),reaction_constants | k17 (first_order_rate_constant),reaction_constants | k18 (first_order_rate_constant),reaction_constants | k19 (first_order_rate_constant),reaction_constants | k2 (first_order_rate_constant),reaction_constants | k20 (first_order_rate_constant),reaction_constants | k21 (second_order_rate_constant),reaction_constants | k22 (first_order_rate_constant),reaction_constants | k23 (second_order_rate_constant),reaction_constants | k24 (first_order_rate_constant),reaction_constants | k25 (second_order_rate_constant),reaction_constants | k26 (first_order_rate_constant),reaction_constants | k27 (second_order_rate_constant),reaction_constants | k28 (first_order_rate_constant),reaction_constants | k29 (second_order_rate_constant),reaction_constants | k3 (second_order_rate_constant),reaction_constants | k30 (first_order_rate_constant),reaction_constants | k31 (second_order_rate_constant),reaction_constants | k32 (first_order_rate_constant),reaction_constants | k4 (first_order_rate_constant),reaction_constants | k5 (second_order_rate_constant),reaction_constants | k6 (first_order_rate_constant),reaction_constants | k7 (second_order_rate_constant),reaction_constants | k8 (first_order_rate_constant),reaction_constants | k9 (second_order_rate_constant),reaction_constants | Na (millimolar),reaction_constants | Na_ (millimolar)
0.545,0.00429613,0.00429613,7.57E-05,0.0238428,0.000419862,0.00830384,0.000146234,0.019178,0.000337718,1.34E-05,8.11E-07,0.019291,-0.00180881,0.0511322,0.000900346,0.057573,0.00101383,0.460824,0.00811524,0.216462,0.0038118,0.000159938,9.69E-06,0.138884,-0.0130224,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.546,0.00429621,0.00429621,7.56E-05,0.0238432,0.000419806,0.00830398,0.000146214,0.0191784,0.000337672,1.34E-05,7.88E-07,0.0192892,-0.00180853,0.0511331,0.000900204,0.057574,0.0010137,0.460832,0.00811416,0.216466,0.00381129,0.00015995,9.41E-06,0.138871,-0.0130204,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.547,0.00429629,0.00429629,7.56E-05,0.0238436,0.00041975,0.00830413,0.000146194,0.0191787,0.000337627,1.34E-05,7.65E-07,0.0192874,-0.00180825,0.051134,0.000900059,0.057575,0.00101356,0.46084,0.00811308,0.216469,0.00381079,0.000159961,9.14E-06,0.138858,-0.0130184,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.548,0.00429636,0.00429636,7.56E-05,0.0238441,0.000419694,0.00830428,0.000146175,0.019179,0.000337582,1.34E-05,7.42E-07,0.0192856,-0.00180797,0.0511349,0.000899912,0.057576,0.00101343,0.460848,0.008112,0.216473,0.00381028,0.000159973,8.87E-06,0.138845,-0.0130163,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.549,0.00429644,0.00429644,7.56E-05,0.0238445,0.000419638,0.00830442,0.000146155,0.0191794,0.000337537,1.34E-05,7.19E-07,0.0192838,-0.00180769,0.0511358,0.000899763,0.057577,0.0010133,0.460856,0.00811092,0.216477,0.00380977,0.000159984,8.59E-06,0.138832,-0.0130143,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.55,0.00429651,0.00429651,7.56E-05,0.0238449,0.000419583,0.00830457,0.000146136,0.0191797,0.000337492,1.34E-05,6.96E-07,0.019282,-0.00180741,0.0511367,0.000899611,0.057578,0.00101316,0.460864,0.00810984,0.216481,0.00380926,0.000159995,8.32E-06,0.138819,-0.0130123,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.551,0.00429659,0.00429659,7.56E-05,0.0238453,0.000419527,0.00830472,0.000146116,0.01918,0.000337447,1.34E-05,6.74E-07,0.0192802,-0.00180713,0.0511376,0.000899457,0.0575791,0.00101303,0.460872,0.00810876,0.216485,0.00380876,0.000160006,8.05E-06,0.138806,-0.0130103,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.552,0.00429666,0.00429666,7.56E-05,0.0238457,0.000419471,0.00830486,0.000146096,0.0191804,0.000337402,1.34E-05,6.52E-07,0.0192784,-0.00180685,0.0511385,0.0008993,0.0575801,0.00101289,0.46088,0.00810768,0.216489,0.00380825,0.000160017,7.79E-06,0.138793,-0.0130083,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.553,0.00429674,0.00429674,7.56E-05,0.0238462,0.000419415,0.00830501,0.000146077,0.0191807,0.000337357,1.34E-05,6.30E-07,0.0192766,-0.00180657,0.0511394,0.00089914,0.0575811,0.00101276,0.460888,0.0081066,0.216492,0.00380774,0.000160028,7.53E-06,0.13878,-0.0130063,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.554,0.00429681,0.00429681,7.56E-05,0.0238466,0.000419359,0.00830515,0.000146057,0.0191811,0.000337312,1.34E-05,6.09E-07,0.0192748,-0.00180629,0.0511403,0.000898977,0.0575821,0.00101262,0.460896,0.00810552,0.216496,0.00380723,0.000160039,7.28E-06,0.138767,-0.0130042,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.555,0.00429689,0.00429689,7.56E-05,0.023847,0.000419303,0.0083053,0.000146038,0.0191814,0.000337267,1.34E-05,5.88E-07,0.019273,-0.00180601,0.0511412,0.000898811,0.0575831,0.00101249,0.460905,0.00810443,0.2165,0.00380672,0.00016005,7.03E-06,0.138754,-0.0130022,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.556,0.00429697,0.00429697,7.55E-05,0.0238474,0.000419246,0.00830545,0.000146018,0.0191817,0.000337221,1.34E-05,5.68E-07,0.0192711,-0.00180573,0.0511421,0.000898642,0.0575841,0.00101235,0.460913,0.00810335,0.216504,0.00380621,0.00016006,6.79E-06,0.138741,-0.0130002,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.557,0.00429704,0.00429704,7.55E-05,0.0238478,0.00041919,0.00830559,0.000145998,0.0191821,0.000337176,1.34E-05,5.49E-07,0.0192693,-0.00180545,0.051143,0.000898469,0.0575851,0.00101221,0.460921,0.00810226,0.216508,0.0038057,0.00016007,6.56E-06,0.138728,-0.0129982,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.558,0.00429712,0.00429712,7.55E-05,0.0238483,0.000419133,0.00830574,0.000145979,0.0191824,0.00033713,1.34E-05,5.30E-07,0.0192675,-0.00180517,0.0511439,0.000898293,0.0575861,0.00101208,0.460929,0.00810117,0.216511,0.00380519,0.00016008,6.33E-06,0.138715,-0.0129962,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.559,0.00429719,0.00429719,7.55E-05,0.0238487,0.000419077,0.00830588,0.000145959,0.0191827,0.000337085,1.34E-05,5.12E-07,0.0192657,-0.00180489,0.0511448,0.000898112,0.0575872,0.00101194,0.460937,0.00810007,0.216515,0.00380468,0.00016009,6.12E-06,0.138702,-0.0129942,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.56,0.00429727,0.00429727,7.55E-05,0.0238491,0.00041902,0.00830603,0.000145939,0.0191831,0.000337039,1.34E-05,4.95E-07,0.0192639,-0.00180461,0.0511457,0.000897928,0.0575882,0.0010118,0.460945,0.00809897,0.216519,0.00380416,0.000160099,5.91E-06,0.138689,-0.0129922,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.561,0.00429734,0.00429734,7.55E-05,0.0238495,0.000418963,0.00830618,0.000145919,0.0191834,0.000336993,1.34E-05,4.79E-07,0.0192621,-0.00180433,0.0511466,0.000897739,0.0575892,0.00101167,0.460953,0.00809787,0.216523,0.00380364,0.000160108,5.72E-06,0.138676,-0.0129902,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.562,0.00429742,0.00429742,7.55E-05,0.0238499,0.000418905,0.00830632,0.000145899,0.0191838,0.000336947,1.34E-05,4.64E-07,0.0192603,-0.00180405,0.0511475,0.000897546,0.0575902,0.00101153,0.460961,0.00809676,0.216527,0.00380312,0.000160116,5.54E-06,0.138663,-0.0129881,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.563,0.00429749,0.00429749,7.55E-05,0.0238504,0.000418848,0.00830647,0.000145879,0.0191841,0.000336901,1.34E-05,4.50E-07,0.0192585,-0.00180377,0.0511484,0.000897348,0.0575912,0.00101139,0.460969,0.00809564,0.21653,0.00380259,0.000160124,5.37E-06,0.13865,-0.0129861,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.564,0.00429757,0.00429757,7.55E-05,0.0238508,0.00041879,0.00830661,0.000145859,0.0191844,0.000336854,1.34E-05,4.37E-07,0.0192567,-0.00180349,0.0511493,0.000897146,0.0575922,0.00101125,0.460977,0.00809452,0.216534,0.00380207,0.000160132,5.22E-06,0.138637,-0.0129841,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.565,0.00429764,0.00429764,7.55E-05,0.0238512,0.000418731,0.00830676,0.000145839,0.0191848,0.000336807,1.34E-05,4.25E-07,0.0192549,-0.00180321,0.0511502,0.000896939,0.0575932,0.00101111,0.460986,0.00809339,0.216538,0.00380154,0.000160139,5.08E-06,0.138624,-0.0129821,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.566,0.00429772,0.00429772,7.55E-05,0.0238516,0.000418673,0.0083069,0.000145818,0.0191851,0.00033676,1.34E-05,4.15E-07,0.0192531,-0.00180293,0.0511511,0.000896726,0.0575942,0.00101096,0.460994,0.00809226,0.216542,0.00380101,0.000160146,4.96E-06,0.138611,-0.0129801,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.567,0.0042978,0.0042978,7.54E-05,0.023852,0.000418614,0.00830705,0.000145798,0.0191854,0.000336713,1.34E-05,4.06E-07,0.0192513,-0.00180266,0.051152,0.000896508,0.0575953,0.00101082,0.461002,0.00809111,0.216546,0.00380047,0.000160152,4.86E-06,0.138598,-0.0129781,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.568,0.00429787,0.00429787,7.54E-05,0.0238524,0.000418554,0.0083072,0.000145777,0.0191858,0.000336665,1.34E-05,3.99E-07,0.0192495,-0.00180238,0.0511529,0.000896285,0.0575963,0.00101068,0.46101,0.00808996,0.216549,0.00379993,0.000160157,4.77E-06,0.138585,-0.0129761,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.569,0.00429795,0.00429795,7.54E-05,0.0238529,0.000418495,0.00830734,0.000145757,0.0191861,0.000336618,1.34E-05,3.89E-07,0.0192477,-0.0018021,0.0511538,0.000896073,0.0575973,0.00101054,0.461018,0.00808882,0.216553,0.00379939,0.000160164,4.65E-06,0.138572,-0.0129741,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.57,0.00429802,0.00429802,7.54E-05,0.0238533,0.00041844,0.00830749,0.000145738,0.0191864,0.000336573,1.34E-05,3.65E-07,0.0192459,-0.00180182,0.0511547,0.00089592,0.0575983,0.0010104,0.461026,0.00808776,0.216557,0.0037989,0.000160176,4.36E-06,0.138559,-0.0129721,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.571,0.0042981,0.0042981,7.54E-05,0.0238537,0.000418385,0.00830763,0.000145718,0.0191868,0.000336529,1.34E-05,3.40E-07,0.0192441,-0.00180154,0.0511556,0.000895769,0.0575993,0.00101027,0.461034,0.0080867,0.216561,0.0037984,0.000160188,4.07E-06,0.138546,-0.01297,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.572,0.00429817,0.00429817,7.54E-05,0.0238541,0.000418331,0.00830778,0.000145699,0.0191871,0.000336485,1.34E-05,3.15E-07,0.0192423,-0.00180126,0.0511565,0.00089562,0.0576003,0.00101014,0.461042,0.00808564,0.216565,0.0037979,0.0001602,3.77E-06,0.138533,-0.012968,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.573,0.00429825,0.00429825,7.54E-05,0.0238545,0.000418276,0.00830792,0.00014568,0.0191875,0.000336441,1.34E-05,2.90E-07,0.0192405,-0.00180098,0.0511574,0.000895473,0.0576013,0.00101001,0.46105,0.00808458,0.216568,0.0037974,0.000160212,3.47E-06,0.13852,-0.012966,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.574,0.00429832,0.00429832,7.54E-05,0.023855,0.000418221,0.00830807,0.000145661,0.0191878,0.000336396,1.34E-05,2.65E-07,0.0192387,-0.0018007,0.0511583,0.000895328,0.0576023,0.00100987,0.461058,0.00808352,0.216572,0.0037969,0.000160224,3.17E-06,0.138507,-0.012964,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.575,0.0042984,0.0042984,7.54E-05,0.0238554,0.000418166,0.00830822,0.000145641,0.0191881,0.000336352,1.34E-05,2.40E-07,0.0192369,-0.00180042,0.0511592,0.000895185,0.0576033,0.00100974,0.461066,0.00808246,0.216576,0.00379641,0.000160236,2.87E-06,0.138495,-0.012962,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.576,0.00429847,0.00429847,7.54E-05,0.0238558,0.000418111,0.00830836,0.000145622,0.0191885,0.000336308,1.34E-05,2.15E-07,0.0192351,-0.00180014,0.05116,0.000895044,0.0576043,0.00100961,0.461074,0.0080814,0.21658,0.00379591,0.000160249,2.57E-06,0.138482,-0.01296,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.577,0.00429855,0.00429855,7.53E-05,0.0238562,0.000418056,0.00830851,0.000145603,0.0191888,0.000336264,1.34E-05,1.90E-07,0.0192333,-0.00179987,0.0511609,0.000894906,0.0576053,0.00100948,0.461083,0.00808034,0.216584,0.00379541,0.000160261,2.27E-06,0.138469,-0.012958,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.578,0.00429862,0.00429862,7.53E-05,0.0238566,0.000418001,0.00830865,0.000145584,0.0191891,0.000336219,1.34E-05,1.64E-07,0.0192315,-0.00179959,0.0511618,0.00089477,0.0576064,0.00100935,0.461091,0.00807928,0.216587,0.00379491,0.000160273,1.96E-06,0.138456,-0.012956,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.579,0.0042987,0.0042987,7.53E-05,0.023857,0.000417946,0.0083088,0.000145564,0.0191895,0.000336175,1.34E-05,1.39E-07,0.0192297,-0.00179931,0.0511627,0.000894636,0.0576074,0.00100921,0.461099,0.00807822,0.216591,0.00379441,0.000160285,1.66E-06,0.138443,-0.012954,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.58,0.00429877,0.00429877,7.53E-05,0.0238575,0.000417891,0.00830894,0.000145545,0.0191898,0.00033613,1.34E-05,1.14E-07,0.0192279,-0.00179903,0.0511636,0.000894504,0.0576084,0.00100908,0.461107,0.00807715,0.216595,0.00379391,0.000160298,1.36E-06,0.13843,-0.012952,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.581,0.00429885,0.00429885,7.53E-05,0.0238579,0.000417836,0.00830909,0.000145525,0.0191901,0.000336086,1.34E-05,8.90E-08,0.0192261,-0.00179875,0.0511645,0.000894375,0.0576094,0.00100895,0.461115,0.00807608,0.216599,0.00379341,0.00016031,1.06E-06,0.138417,-0.01295,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.582,0.00429893,0.00429893,7.53E-05,0.0238583,0.00041778,0.00830923,0.000145506,0.0191905,0.000336041,1.34E-05,6.41E-08,0.0192243,-0.00179847,0.0511654,0.000894248,0.0576104,0.00100881,0.461123,0.00807501,0.216603,0.00379291,0.000160322,7.63E-07,0.138404,-0.012948,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.583,0.004299,0.004299,7.53E-05,0.0238587,0.000417725,0.00830938,0.000145487,0.0191908,0.000335996,1.34E-05,3.94E-08,0.0192225,-0.00179819,0.0511663,0.000894124,0.0576114,0.00100868,0.461131,0.00807394,0.216606,0.00379241,0.000160334,4.67E-07,0.138391,-0.012946,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.584,0.00429908,0.00429908,7.53E-05,0.0238591,0.000417669,0.00830952,0.000145467,0.0191912,0.000335952,1.34E-05,1.49E-08,0.0192207,-0.00179791,0.0511672,0.000894002,0.0576124,0.00100855,0.461139,0.00807287,0.21661,0.0037919,0.000160346,1.74E-07,0.138378,-0.012944,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.585,0.00429915,0.00429915,7.53E-05,0.0238596,0.000417613,0.00830967,0.000145447,0.0191915,0.000335907,1.34E-05,-9.28E-09,0.0192189,-0.00179764,0.0511681,0.000893882,0.0576134,0.00100841,0.461147,0.00807179,0.216614,0.00379139,0.000160358,-1.16E-07,0.138365,-0.0129419,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.586,0.00429923,0.00429923,7.53E-05,0.02386,0.000417557,0.00830982,0.000145428,0.0191918,0.000335861,1.34E-05,-3.32E-08,0.0192171,-0.00179736,0.051169,0.000893765,0.0576144,0.00100828,0.461155,0.0080707,0.216618,0.00379089,0.00016037,-4.01E-07,0.138352,-0.0129399,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.587,0.0042993,0.0042993,7.52E-05,0.0238604,0.000417501,0.00830996,0.000145408,0.0191922,0.000335816,1.34E-05,-5.67E-08,0.0192153,-0.00179708,0.0511699,0.00089365,0.0576154,0.00100814,0.461163,0.00806962,0.216621,0.00379038,0.000160381,-6.83E-07,0.138339,-0.0129379,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
